,Store,Date,Temperature,Fuel_Price,CPI,Unemployment
399,3,2010-10-08,66.99,2.633,215.060858,7.564
400,3,2010-10-15,69.71,2.72,215.1293114,7.564
401,3,2010-10-22,71.64,2.725,215.17839,7.564
402,3,2010-10-29,72.04,2.716,215.2274686,7.564
403,3,2010-11-05,62.94,2.689,215.2765472,7.564
404,3,2010-11-12,62.79,2.728,215.3256258,7.564
405,3,2010-11-19,57.72,2.771,215.2074519,7.564
406,3,2010-11-26,68.71,2.735,215.0614025,7.564
407,3,2010-12-03,53.76,2.708,214.9153531,7.564
408,3,2010-12-10,51.13,2.843,214.7693037,7.564
409,3,2010-12-17,52.2,2.869,214.704919,7.564
410,3,2010-12-24,57.16,2.886,214.7017828,7.564
411,3,2010-12-31,53.2,2.943,214.6986466,7.564
412,3,2011-01-07,53.35,2.976,214.6955104,7.551
413,3,2011-01-14,44.76,2.983,214.7470729,7.551
414,3,2011-01-21,50.74,3.016,215.1268275,7.551
415,3,2011-01-28,48.71,3.01,215.5065821,7.551
416,3,2011-02-04,45.95,2.989,215.8863367,7.551
417,3,2011-02-11,43.57,3.022,216.2660913,7.551
418,3,2011-02-18,61.58,3.045,216.5843571,7.551
419,3,2011-02-25,67.4,3.065,216.8780275,7.551
420,3,2011-03-04,65.11,3.288,217.1716979,7.551
421,3,2011-03-11,61.29,3.459,217.4653683,7.551
422,3,2011-03-18,69.47,3.488,217.7235226,7.551
423,3,2011-03-25,72.94,3.473,217.9674705,7.551
424,3,2011-04-01,68.76,3.524,218.2114184,7.574
425,3,2011-04-08,72.55,3.622,218.4553663,7.574
426,3,2011-04-15,75.88,3.743,218.6788642,7.574
427,3,2011-04-22,76.91,3.807,218.851237,7.574
428,3,2011-04-29,78.69,3.81,219.0236099,7.574
429,3,2011-05-06,69.45,3.906,219.1959827,7.574
430,3,2011-05-13,79.87,3.899,219.3683556,7.574
431,3,2011-05-20,75.79,3.907,219.127216,7.574
432,3,2011-05-27,84.41,3.786,218.8860765,7.574
433,3,2011-06-03,84.29,3.699,218.6449369,7.574
434,3,2011-06-10,84.84,3.648,218.4037974,7.574
435,3,2011-06-17,86.96,3.637,218.3551748,7.574
436,3,2011-06-24,84.94,3.594,218.45094,7.574
437,3,2011-07-01,85.1,3.524,218.5467052,7.567
438,3,2011-07-08,85.38,3.48,218.6424704,7.567
439,3,2011-07-15,87.14,3.575,218.7275216,7.567
440,3,2011-07-22,86.19,3.651,218.7857881,7.567
441,3,2011-07-29,88.07,3.682,218.8440545,7.567
442,3,2011-08-05,88.45,3.684,218.9023209,7.567
443,3,2011-08-12,88.88,3.638,218.9605873,7.567
444,3,2011-08-19,88.44,3.554,219.023271,7.567
445,3,2011-08-26,87.67,3.523,219.0866908,7.567
446,3,2011-09-02,89.12,3.533,219.1501106,7.567
447,3,2011-09-09,81.72,3.546,219.2135305,7.567
448,3,2011-09-16,83.63,3.526,219.3972867,7.567
449,3,2011-09-23,80.19,3.467,219.7414914,7.567
450,3,2011-09-30,82.58,3.355,220.085696,7.567
451,3,2011-10-07,75.54,3.285,220.4299007,7.197
452,3,2011-10-14,73.75,3.274,220.7486167,7.197
453,3,2011-10-21,69.03,3.353,220.9144005,7.197
454,3,2011-10-28,71.04,3.372,221.0801842,7.197
455,3,2011-11-04,59.31,3.332,221.245968,7.197
456,3,2011-11-11,61.7,3.297,221.4117517,7.197
457,3,2011-11-18,63.91,3.308,221.6432852,7.197
458,3,2011-11-25,68.0,3.236,221.9011185,7.197
459,3,2011-12-02,54.97,3.172,222.1589519,7.197
460,3,2011-12-09,49.26,3.158,222.4167852,7.197
461,3,2011-12-16,57.95,3.159,222.6426418,7.197
462,3,2011-12-23,53.41,3.112,222.8258628,7.197
463,3,2011-12-30,48.29,3.129,223.0090839,7.197
464,3,2012-01-06,52.42,3.157,223.1923049,6.833
465,3,2012-01-13,51.86,3.261,223.3755259,6.833
466,3,2012-01-20,56.2,3.268,223.4700552,6.833
467,3,2012-01-27,58.06,3.29,223.5645845,6.833
468,3,2012-02-03,59.33,3.36,223.6591137,6.833
469,3,2012-02-10,51.65,3.409,223.753643,6.833
470,3,2012-02-17,52.39,3.51,223.9170153,6.833
471,3,2012-02-24,60.12,3.555,224.1320199,6.833
472,3,2012-03-02,61.65,3.63,224.3470245,6.833
473,3,2012-03-09,60.71,3.669,224.5620291,6.833
474,3,2012-03-16,64.0,3.734,224.7166953,6.833
475,3,2012-03-23,66.53,3.787,224.7909104,6.833
476,3,2012-03-30,69.36,3.845,224.8651254,6.833
477,3,2012-04-06,73.01,3.891,224.9393405,6.664
478,3,2012-04-13,72.83,3.891,225.0135556,6.664
479,3,2012-04-20,72.05,3.877,225.0689541,6.664
480,3,2012-04-27,73.39,3.814,225.1243526,6.664
481,3,2012-05-04,79.51,3.749,225.1797511,6.664
482,3,2012-05-11,75.19,3.688,225.2351496,6.664
483,3,2012-05-18,72.38,3.63,225.2512024,6.664
484,3,2012-05-25,78.58,3.561,225.2515168,6.664
485,3,2012-06-01,81.55,3.501,225.2518313,6.664
486,3,2012-06-08,81.65,3.452,225.2521458,6.664
487,3,2012-06-15,84.66,3.393,225.2644795,6.664
488,3,2012-06-22,82.7,3.346,225.3068615,6.664
